vendor_name,vendor_category,vendor_state,vendor_area,vendor_city,property_type,venue_start_year,vendor_address,vendor_contact_info,vendor_google_map,no_of_rooms,per_room_price,starting_decor_price,veg_price_per_plate,nonveg_price_per_plate,destination_price,destination_details,small_party_venue,space_available,parking_policy,catering_policy,decor_policy,dj_policy,alcohol_policy,event_space_name_1,event_space_type_1,seating_guests_1,floating_guests_1,event_space_name_2,event_space_type_2,seating_guests_2,floating_guests_2,event_space_name_3,event_space_type_3,seating_guests_3,floating_guests_3,event_space_name_4,event_space_type_4,seating_guests_4,floating_guests_4,event_space_name_5,event_space_type_5,seating_guests_5,floating_guests_5,event_space_name_6,event_space_type_6,seating_guests_6,floating_guests_6,event_space_name_7,event_space_type_7,seating_guests_7,floating_guests_7,event_space_name_8,event_space_type_8,seating_guests_8,floating_guests_8
Ranbanka Palace,Wedding Venues,83,Ajit Colony,2037,Wedding Destination,1927,"Ranbanka Palace, Circuit House Road, Ajit Colony, Jodhpur, Rajasthan, India",9351157071,"https://www.google.com/maps?q=26.2835403,73.03835959999999",49 Rooms,"15,000","400,000",2000,2500,22.50 Lakhs,(incl. Rooms + 3 Meals + Venue) /day for 49  rooms,Yes,"Indoor, Outdoor, Poolside space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Fountain Lawn,Outdoor Area,100,250,Poolside Lawn,View Outdoor Area,300,450,Pole Bageecha,Outdoor Area,300,500,,,,,,,,,,,,,,,,,,,,
"Suryagarh Jaisalmer, Rajasthan",Wedding Venues,83,Jaisalmer,2037,Luxury Palace Hotel,,"Kahala Phata, Sam Road, Jaisalmer, Rajasthan 345001",9001995888,"https://www.google.com/maps?q=26.9157487,70.90834429999995",95 Rooms,"12,000","200,000",12500,12500,197.00 Lakhs,(incl. Rooms + 3 Meals + Venue) /day for 95  rooms,Yes,"Indoor, Outdoor, Poolside, Terrace / Rooftop space",There is sufficient parking available,Inhouse catering only,Decorators from panel only,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Yoga Garden,Outdoor Area,100,150,Khuzamsha Hall,Indoor Area,100,150,Sunset Patio,View Outdoor Area,300,450,Lakeside,View Poolside Area,400,600,Celebration Lawn,View Outdoor Area,800,1200,Pool Side,View Indoor Area,120,120,,,,,,,,
"Indana Palace, Shikargarh",Wedding Venues,83,Air Force Area,2037,4 Star Hotel,,"Indana Palace Jodhpur, Shikargarh Road, Pabupura, Jodhpur, Rajasthan, India",2917184888,"https://www.google.com/maps?q=26.2693866,73.0683821",88 Rooms,"13,500",,1850,1950,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Hall,Indoor Area,380,600,Lawn,Outdoor Area,250,400,,,,,,,,,,,,,,,,,,,,,,,,
Chandra Inn,Wedding Venues,83,Air Force Area,2037,Hotel,1997,"Air Force Area, Jodhpur, Rajasthan, India",2912670583,"https://www.google.com/maps?q=26.2486661,73.03462439999998",70 Rooms,"4,000","25,000",650,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Basement Hall,Indoor Area,225,500,Banquet Hall,Indoor Area,110,200,Lovely Heaven Hall,Indoor Area,50,75,Grand Basant,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,
"Bijolai Palace - A Inde Hotel, Jodhpur",Wedding Venues,83,Air Force Area,2037,Hotel,,"Jodhpur, Rajasthan, India",7240009640,"https://www.google.com/maps?q=26.2389469,73.0243094",36 Rooms,"4,999","300,000",1200,1800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Outdoor, Terrace / Rooftop space",There is sufficient parking available,Inhouse & outside catering allowed,Decorators from panel only,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Garden 1,Outdoor Area,100,150,Bijolai Lake Terrace Restaurant,Outdoor Area,250,350,Dam Side Area,Outdoor Area,450,750,Garden 2,Outdoor Area,100,150,,,,,,,,,,,,,,,,
"Hotel Madhuram Royale, Pal Road",Wedding Venues,83,Bhadu Market,2037,Hotel,,"Hotel Madhuram Royale, Pal Road, Khema-Ka-Kuwa, Jodhpur, Rajasthan, India",8432044403,"https://www.google.com/maps?q=26.2331505,72.9671896",34 Rooms,"30,000","50,000",1200,1450,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ not permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,650,1000,Hall,Indoor Area,150,250,,,,,,,,,,,,,,,,,,,,,,,,
The Marugarh Resort & Spa,Wedding Venues,83,Bhadu Market,2037,Resort,,"The Marugarh Resort & Spa, Chopasni, Jaisalmer Bypass Road, Gopal Bari, Jodhpur, Rajasthan, India",9251081316,"https://www.google.com/maps?q=26.25678599999999,72.942105",63 Rooms,"2,500","25,000",1100,1200,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,Outdoor Area,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sterling Rudraksh Jaisalmer,Wedding Venues,83,Jaisalmer,2037,Resort With Desert Charm,,"Sterling Rudraksh Jaisalmer, Ramgarh Road, near Bada Bagh, Baramsar With Baisakh, Jaisalmer, Rajasthan, India",9805518218,"https://www.google.com/maps?q=26.9780971,70.868978",41 Rooms,,,2300,2600,12.00 Lakhs,(incl. Rooms + 3 Meals + Venue) /day for 41  rooms,Yes,"Indoor, Outdoor, Poolside space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet Hall,View Indoor Area,20,50,Lawn,View Outdoor Area,50,500,,,,,,,,,,,,,,,,,,,,,,,,
Umaid Bhawan Palace,Wedding Venues,83,Cantt Area,2037,5 Star Fort / Palace Hotel,2004,"Umaid Bhawan Palace, Circuit House Rd, Cantt Area, Jodhpur, Rajasthan, India",2912510101,"https://www.google.com/maps?q=26.2810589,73.0476932",70 Rooms,"11,300",,950,1150,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,2000,3000,Banquet,Indoor Area,450,750,,,,,,,,,,,,,,,,,,,,,,,,
Hotel The Balam,Wedding Venues,83,Cantt Area,2037,Small Function Hall,,"Hotel The Balam, Shikargarh Road, Shikargarh Enclave, Cantt Area, Jodhpur, Rajasthan, India",8000941113,"https://www.google.com/maps?q=26.2736697,73.0696364",17 Rooms,"2,500",,750,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Hall,Indoor Area,50,80,Lawn,Outdoor Area,150,250,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Savaya Experiences,Wedding Venues,83,Jodhpur,2037,Lawn & Banquet Hall,,"Hotel Savaya Experiences, Shree Vishnu Nagar, Phalodi, Rajasthan, India",9571247137,"https://www.google.com/maps?q=27.14060719999999,72.357834",14 Rooms,"1,200",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Decorators from panel only,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",BANQUET,Indoor Area,200,250,Lawn,Outdoor Area,1000,1500,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Badri Palace,Wedding Venues,83,Chopasni Housing Board,2037,Banquet Hall & Lawn,,"Capital O 11973 Badri Palace, Chopasani Road, Chopasni Housing Board, Jodhpur, Rajasthan, India",9829052764,"https://www.google.com/maps?q=26.2637107,72.96086150000001",28 Rooms,"2,500",,950,1150,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Hall,Indoor Area,400,700,Lawn,Outdoor Area,2000,3000,,,,,,,,,,,,,,,,,,,,,,,,
"Welcomhotel by ITC Hotels, Jodhpur",Wedding Venues,83,Jodhpur,2037,4 Star Hotel,,"Welcomhotel by ITC Hotels, Jodhpur - Premium Desert Resort Representing the Grandeur of Rajasthan, Uchiyarda Road, Dev Nagar, Jodhpur, Rajasthan, India",2917158500,"https://www.google.com/maps?q=26.2630529,73.128737",146 Rooms,"8,000",,2500,3000,,(incl. Rooms + 3 Meals + Venue) /day for 146  rooms,Yes,"Indoor, Outdoor, Poolside space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Jodha Hall,Indoor Area,150,200,Akbar Hall,Indoor Area,200,250,Mandore Lawn I & II,Outdoor Area,600,700,Mandore Lawn III,Outdoor Area,700,1000,Residential Lawn I & II,Outdoor Area,600,800,Poolside,Poolside Area,250,350,Bisto Lawn I,Outdoor Area,100,150,Bistro Lawn II,Outdoor Area,100,150
Goyal Greens,Wedding Venues,83,Bhadu Market,2037,Wedding Lawn,,"Goyal Greens, Pal Road, Near Sai Baba Temple, Pal Gaon, Jodhpur, Rajasthan, India",9314214000,"https://www.google.com/maps?q=26.2206984,72.9563038",,"50,000",,800,900,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,900,1500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rohet Garh,Wedding Venues,83,Jodhpur,2037,Boutique Heritage Hotel,,"Rohet Garh, Rohet Garh, Rajasthan, India",9820827795,"https://www.google.com/maps?q=26.7371684,72.8743127249123",30 Rooms,"9,900",,1800,2100,10.00 Lakhs,(incl. Rooms + 3 Meals + Venue) /day for 30  rooms,Yes,"Indoor, Outdoor, Poolside, Terrace / Rooftop space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Hall,View Indoor Area,100,150,Terrace,View Outdoor Area,100,150,Lawn,View Outdoor Area,200,300,Poolside,View Poolside Area,40,70,,,,,,,,,,,,,,,,
Lake View Hotel and Resort,Wedding Venues,83,Kabir Nagar,2037,Resort,,"Akheraj Ji ka Talab, Kaylana Road, Jodhpur - Jaisalmer Highway, Pratap Nagar, Jodhpur, Rajasthan 342003",9351033969,"https://www.google.com/maps?q=26.2984992,72.98295399999999",65 Rooms,"7,200","20,000",1500,1698,,(incl. Rooms + 3 Meals + Venue) /day for 65  rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn ,Outdoor Area,4000,12000,Banquet,Indoor Area,400,1000,Conference Hall,Indoor Area,300,150,,,,,,,,,,,,,,,,,,,,
Fort Chanwa,Wedding Venues,83,Jodhpur,2037,Fort / Palace Hotel,,"Fort Chanwa Luni Restaurant, Jodhpur Ho, Circuit House Road, Jodhpur, India",2931284001,"https://www.google.com/maps?q=26.02347,73.00394",64 Rooms,"25,000","2,500,000",800,900,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse catering only,Inhouse decor,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,500,800,Banquet hall,Indoor Area,150,250,,,,,,,,,,,,,,,,,,,,,,,,
The Laal Bagh Jodhpur,Wedding Venues,83,Khema-Ka-Kuwa,2037,Banquet Hall & Lawn,,"Opp Mokaaz cafe Pal, Bypass road, near veeru cricket academy, Jodhpur, Rajasthan 342001",9461846401,"https://www.google.com/maps?q=26.2243829,72.9782299",12 Rooms,"2,000","50,000",500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet and Lawn,Indoor & Outdoor Area,3000,4000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kubergarh Resort,Wedding Venues,83,Chaukhan,2037,Wedding Lawn,,"Kuber Garh, Gopal Bari, Chaukhan, Rajasthan, India",9799986564,"https://www.google.com/maps?q=26.2617294,72.94624120000003",,"80,000",,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,,Inhouse & outside catering allowed,Inhouse decor,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Main Garden + Step Garden,Outdoor Area,2000,3000,Main Garden,Outdoor Area,1200,2000,Step Garden,Outdoor Area,500,750,Hall,Outdoor Area,100,150,,,,,,,,,,,,,,,,
Resort Golden Cave,Wedding Venues,83,Mandore,2037,Resort,,"Mandore, Jodhpur, Rajasthan 342026",9358590938,"https://www.google.com/maps?q=26.3344606,73.0468542",30 Rooms,"2,500",,550,750,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet hall,Indoor Area,120,150,Lawn,Outdoor Area,2000,2500,,,,,,,,,,,,,,,,,,,,,,,,
Amritam Palace,Wedding Venues,83,Chaukhan,2037,Fort / Palace Hotel,,"Amritam Palace(A Unit Of Hotel Holidays Resort), Jaisalmer Bypass Road, Vinayak Vihar, Gopal Bari, Jodhpur, Rajasthan, India",9784988881,"https://www.google.com/maps?q=26.2492016,72.95088140000007",55 Rooms,"5,000","200,000",900,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Banquet Hall,Indoor Area,150,250,Banquet Hall,Indoor Area,400,500,Banquet Hall,Indoor Area,1500,1800,lawn,Outdoor Area,2000,3000,,,,,,,,,,,,,,,,
Shivam Palace & Resort,Wedding Venues,83,Mandore,2037,Resort,,"Shivam Palace & Resort, New Nagour Road, Mandore, Jodhpur, Rajasthan, India",6377655844,"https://www.google.com/maps?q=26.3470748,73.0633701",21 Rooms,"2,500","21,000",600,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",Parking is available near the venue,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol not permitted",Banquet hall,Indoor Area,240,400,Lawn,Outdoor Area,300,500,,,,,,,,,,,,,,,,,,,,,,,,
Dream Connect Resort,Wedding Venues,83,Kudi Bhagtasni Housing Board,2037,Wedding Lawn,,"Dream Connect Resort, Jodhpur, Rajasthan, India",6377485146,"https://www.google.com/maps?q=26.212912,73.0400427",10 Rooms,"5,000",,400,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,100,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casa Concreto - Infinite Luxury,Wedding Venues,83,Jodhpur,2037,Wedding Lawn,,"Casa Concreto - Infinite Luxury, Jhanwar Road, Jhanwar, Rajasthan, India",8233545060,"https://www.google.com/maps?q=26.183391,72.87614049999999",3 Rooms,,,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn ,Outdoor Area,250,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Omni Plaza,Wedding Venues,83,Paota,2037,Banquet Hall & Lawn,,"Hotel Omni Plaza, Jodhpur",9799858614,"https://www.google.com/maps?q=26.297536,73.04077899999993",24 Rooms,"2,400","15,000",350,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Hall & Lawn,Indoor & Outdoor Area,80,200,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotel Surpura Bagh,Wedding Venues,83,Jodhpur,2037,Hotel,,"Hotel Surpura Bagh, Surpura Bypass Road, near National Law University, Jodhpur, Rajasthan, India",9257032374,"https://www.google.com/maps?q=26.3742253,73.0763456",48 Rooms,"15,000",,2200,,,(incl. Rooms + 3 Meals + Venue) /day for 48  rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Lawn,Outdoor Area,400,500,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fort Khareja,Wedding Venues,83,Air Force Area,2037,4 Star Fort / Palace Hotel,,"Khejarla, Rajasthan 342601",9829096866,"https://www.google.com/maps?q=26.23894689999999,73.02430939999999",17 Rooms,"12,000","30,000",800,1050,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Outdoor, Poolside, Terrace / Rooftop space",,Inhouse catering only,Decorators from panel only,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Poolside,Poolside Area,70,150,Terrace,Outdoor Area,80,150,Courtyard,Outdoor Area,100,150,Sardar Mahal Garden,Outdoor Area,500,750,,,,,,,,,,,,,,,,
Sterling Amargarh Jodhpur,Wedding Venues,83,Khema-Ka-Kuwa,2037,Resort,,"Sterling Amargarh Jodhpur, Pal Road, Mansarover Colony, Jodhpur, Rajasthan, India",8126122535,"https://www.google.com/maps?q=26.2274765,72.9658134",52 Rooms,"4,500","50,000",800,1100,,(incl. Rooms + 3 Meals + Venue) /day for 49  rooms,No,"Indoor, Outdoor, Poolside space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn,View Outdoor Area,1000,1200,Hall 1,View Indoor Area,300,400,Hall 2,View Indoor Area,600,700,,,,,,,,,,,,,,,,,,,,
Govind Bagh Resort,Wedding Venues,83,Jodhpur,2037,Lawn & Banquet Hall,,"Govind Bagh, opp. Ayurvedic University, Karwar, Jodhpur, Rajasthan, India",9420334766,"https://www.google.com/maps?q=26.453614,73.1016601",10 Rooms,"5,000",,300000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Hall,Indoor Area,125,250,Lawn,Outdoor Area,500,700,,,,,,,,,,,,,,,,,,,,,,,,
A Heritage Homestay,Wedding Venues,83,Ratanada,2037,Wedding Lawn,,"A Heritage Homestay, Shiv Road, near New Loco colony, Subhash Chowk, Ratanada, Jodhpur, Rajasthan, India",9782012738,"https://www.google.com/maps?q=26.2797832,73.0295763",6 Rooms,"5,000",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Lawn ,Outdoor Area,200,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OneMore Jodhpur,Wedding Venues,83,Sardarpura,2037,Banquet Hall,,"19-24, Near Gandhi Maidan Parking Gate, Sardarpura B Road Jodhpur City, Rajasthan, India 342001",7340061768,"https://www.google.com/maps?q=26.27880279999999,73.00956169999999",,,,1200,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Indoor space,Parking is available near the venue,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Banquet,Indoor Area,180,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Resort,Wedding Venues,83,Bhadu Market,2037,Lawn & Banquet Hall,,"Utsav Resort उत्सव, Road, near Dali Bai Mandir, Jhawar, Bhadu Market, Gangana, Jodhpur, Rajasthan, India",8003147128,"https://www.google.com/maps?q=26.2428397,72.9459813",12 Rooms,,,200000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor space",There is sufficient parking available,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Hall,Indoor Area,40,45,Hall 2,Indoor Area,400,500,Lawn 1,Outdoor Area,1500,2000,Lawn 2,Outdoor Area,150,200,,,,,,,,,,,,,,,,
Barnella,Wedding Venues,83,Ajit Colony,2037,Banquet Hall,,"BARNELLA, Circuit House Road, Gayatri Colony, Ratanada, Jodhpur, Rajasthan, India",7665584000,"https://www.google.com/maps?q=26.2766395,73.0367704",,,,550,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,Indoor space,,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Hall,Indoor Area,80,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Love Garden,Wedding Venues,83,Air Force Area,2037,Wedding Lawn,,"Love Garden, Jhalamand Cir, Basni, Jodhpur, Rajasthan, India",9414130269,"https://www.google.com/maps?q=26.2274233,73.06367929999999",,,,500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,450,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pratap Niwas - An Amritara Resort,Wedding Venues,83,Jodhpur,2037,Resort,,"Pratap Niwas - An Amritara Resort, Jhalamand, Jodhpur, Rajasthan, India",7340396648,"https://www.google.com/maps?q=26.21346,73.0628666",38 Rooms,"15,000","150,000",250000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor, Poolside space",,Outside caterering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol  permitted",Banquet,Indoor Area,50,75,Pool Area,Poolside Area,150,200,Lawn 1,Outdoor Area,400,600,Lawn 2,Outdoor Area,400,600,Lawn 3,Outdoor Area,400,600,Lawn 4,Outdoor Area,1100,1500,,,,,,,,
On The Farm (OTF),Wedding Venues,83,Air Force Area,2037,Wedding Lawn,,"ON THE FARM (OTF), near Airport, opp. Old Polo Ground, Paradise Villa, Jodhpur, Rajasthan, India",7014295011,"https://www.google.com/maps?q=26.2644886,73.0593399",,,,800,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Lawn,Outdoor Area,500,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novotel Jodhpur ITI Circle,Wedding Venues,83,Basni,2037,5 Star Hotel,,"Novotel Jodhpur ITI Circle, Cazri Road, near ITI Road, Sector G, Junction, Jodhpur, Rajasthan, India",9773323791,"https://www.google.com/maps?q=26.2614214,73.0009302",93 Rooms,"9,500",,1450,,,(incl. Rooms + 3 Meals + Venue) /day for -7  rooms,Yes,"Indoor, Outdoor space",Parking is available near the venue,Inhouse catering only,Outside decorators permitted,"In house DJ not available , Outside DJ permitted","In house alcohol available, Outside alcohol not  permitted",Banquet Hall 1,Indoor Area,225,300,Banquet Hall 2,Indoor Area,112,150,Lawn,Outdoor Area,1800,2500,,,,,,,,,,,,,,,,,,,,
Deora Marriage Garden,Wedding Venues,83,Rawat Nagar,2037,Wedding Lawn,,"Deora Marriage Garden, Mata Ka Than Road, Near Dharm kata, D-Kirtinagar, Rawat Nagar, Jodhpur, Rajasthan, India",7737687475,"https://www.google.com/maps?q=26.32460339999999,73.070285",,"40,000",,700,800,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse & outside catering allowed,Inhouse decor,"In house DJ not available , Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",Lawn,Outdoor Area,430,700,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amaara Resorts Jodhpur,Wedding Venues,83,Air Force Area,2037,Resort,,"Jodhpur, Rajasthan, India",8875127775,"https://www.google.com/maps?q=26.23894689999999,73.02430939999999",46 Rooms,"3,999","300,000",499,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,Yes,"Indoor, Outdoor, Poolside space",,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Blue Royal Hall,Indoor Area,200,300,Mughal Garden,Outdoor Area,1500,2000,Farm Lawn,Outdoor Area,350,700,Poolside,Poolside Area,70,100,Blue Royal Hall + Farm House +Mughal Garden,Indoor & Outdoor Area,2000,3000,,,,,,,,,,,,
Rawat Hotel,Wedding Venues,83,Jodhpur,2037,Banquet Hall & Lawn,,,2912545622,,25 Rooms,"2,500",,1000,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol not permitted",Banquet,Indoor Area,300,500,Lawn,Outdoor Area,500,1000,,,,,,,,,,,,,,,,,,,,,,,,
Dhora Desert Resort & Spa,Wedding Venues,83,Jodhpur,2037,Resort,,"Dhora Desert Resort & Spa, Dhora Desert Resort & Spa, Gogadevgarh, Shekhala, Rajasthan, India",9560012111,"https://www.google.com/maps?q=26.5881958,72.4077902",22 Rooms,"5,500",,Price on Request,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,Outdoor space,,Inhouse catering only,Outside decorators permitted,"In house DJ available, Outside DJ not permitted","In house alcohol not available, Outside alcohol  permitted",Desert lawn,Outdoor Area,650,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otc Grand,Wedding Venues,83,Jodhpur,2037,Hotel,,"OTC Resorts And Water Park, opp. gramin police line, Daijar, Jodhpur, Rajasthan, Republic of India",9602730700,"https://www.google.com/maps?q=26.4079797,73.05642089999999",78 Rooms,"2,500","11,000",500,,,(incl. Rooms + 3 Meals + Venue) /day for 100 rooms,No,"Indoor, Outdoor space",There is sufficient parking available,Inhouse & outside catering allowed,Outside decorators permitted,"In house DJ available, Outside DJ permitted","In house alcohol not available, Outside alcohol  permitted",banquet 1,Indoor Area,200,250,banquet 2,Indoor Area,200,250,banquet 3,Indoor Area,450,500,lawn,Outdoor Area,2950,3000,poolside,Outdoor Area,550,600,,,,,,,,,,,,
